Statement,Label
Ruckus in Lok Sabha over Anurag Thakur‰Ûªs remark on Nehru-Gandhi family; Congress seeks apology,1
Private players to have freedom to set fare for trains run by them: Reports,1
Here‰Ûªs what Prime Minister Narendra Modi asks as ‰Û÷Birthday gift‰Ûª from citizens on his 70th birthday,1
"After Harsimrat Kaur Badal‰Ûªs move, pressure mounts on Dushyant Chautala in Haryana to resign",1
Harsimrat Kaur resigns from Union Cabinet over farm Bills,1
Watch: Telangana Home Guard risks life to save dog,1
Income Tax Department carries out searches in Jammu & Kashmir,1
Action sought against ex-SC judge Markandey Katju for insulting Indian judiciary,1
Opposition MPs stage protest against Centre at Parliament demanding GST compensation for states,1
Patients didn‰Ûªt recover by eating ‰Û÷Bhabhiji‰Ûªs papad‰Ûª: Sanjay Raut defends Maharashtra govt taking jibe at BJP,1
Government lost golden months in addressing coronavirus pandemic: Ghulam Nabi Azad in Parliament,1
"With record single-day spike, India‰Ûªs Covid tally crosses 51-lakh mark; active cases cross 1 million",1
"Foreign leaders, Rahul Gandhi wish PM Modi on his 70th birthday",1
"RS members discuss govt statement on pandemic, lockdown",1
India‰Ûªs Covid-19 tally crosses 50-lakh mark,1
‰Û÷Farm Bills revolutionary; Cong misleading farmers‰Ûª,1
"Samajwadi Party holds panchayat to raise issue of spurious liquor, demands compensation to deceased‰Ûªs families",1
"COVID-19 Test for international passengers, testing allowed at entry airport on pilot basis",1
Rajya Sabha passes Institute of Teaching and Research in Ayurveda Bill,1
Tirupati temple awash with Rs 50 crore demonetised cash offerings,1
"‰Û÷Hawala‰Ûª racket busted in Hyderabad, Rs 3.75 cr cash seized",1
Covid tally nears 50L mark;toll past 80K,1
Parliament passes Bill to give statutory status to aviation regulators,1
"Forced by Covid spike, U‰Ûªkhand govt scraps decision to reopen schools from 21 Sept",1
"PM Narendra Modi inaugurates various projects under ‰Û÷Namami Gange‰Ûª yojana, ‰Û÷AMRUT‰Ûª yojana in Bihar",1
Govt launches portal against misleading advertisements,1
Social media abuzz over Kerala police version of ‰Û÷George Floyd‰Ûª attack,1
Facebook skips Delhi Assembly panel hearing; says already appeared before parliamentary panel,1
"Yogi Adityanath decides to name Mughal museum after Shivaji, says ‰Û÷How Mughals can be our heroes‰Ûª",1
"India‰Ûªs Covid-19 cases cross 49 lakh mark, death toll surges over 80,000",1
‰Û÷Film industry image being tarnished‰Ûª: Jaya Bachchan in Rajya Sabha,1
"Recovery of US-made arms along Pak border in J&K, Punjab ring alarm bells for security forces",1
AYUSH practices inducted into the Management Protocol for COVID-19 recovered patients,1
Watch: The craze of Hindi language song in Israel,1
"Coronavirus toll in India crosses 48-lakh mark, over 92k fresh cases in last 24 hours",1
"UP government forms Special Security Force which can ‰Û÷search, arrest without warrant‰Ûª",1
‰Û÷Save your own lives because PM is busy with peacock‰Ûª: Rahul Gandhi,1
"With masks, staggered seating, mobile app for attendance, monsoon session of Parliament begins",1
‰Û÷Hope members will unitedly stand with our soldiers‰Ûª: Prime Minister ahead of monsoon session,1
Monsoon Session begins in LS with obituary references to 15 members,1
Parliament to take several major decisions in Monsoon Session: PM,1
PM Narendra Modi dedicates to nation 3 key projects related to petroleum sector,1
Each health worker in Goa gets Rs 50 Lakh insurance cover,1
"‰Û÷Whatever political storms come, I will face‰Ûª: Maharashtra Chief Minister Uddhav Thackeray",1
Films Division to stream films on Rajbhasha on ‰Û÷Hindi Diwas -2020‰Ûª,1
Health Ministry releases fresh protocols for patients recovered from Covid,1
"India records spike of 94,732 cases in 24 hours, tally crosses 47-lakh mark",1
DMK legislators fume over privilege notices against them on gutka issue,1
"With strict Covid guidelines, NEET examinations begin today",1
No all-party meeting before monsoon session; Business Advisory Committee to meet today,1
Bookings for daily flights from Darbhanga to start by month end,1
"Day after Kangana Ranaut flight chaos, DGCA warns airlines with suspension of flight",1
"PM Modi addresses ‰Û÷Grih Pravesham‰Ûª event, interacts with beneficiaries under PMAY-G in MP",1
"Ghulam Nabi Azad loses post, Rahul Gandhi‰Ûªs squad get promotions in Congress shake-up",1
"Coronavirus case tally crosses 46-lakh mark; 97,570 new cases in 24 hours",1
"Maharashtra crosses 1m-mark with staggering 24,886 new cases",1
Lt. Governor Sinha revamps system following complaints of officers not responding to grievances,1
"Loyalists, Team Rahul score big in Congress rejig",1
"No plan to reopen schools, may consider classes for X, XII: Goa CM",1
Swami Agnivesh‰Ûªs body to be kept for final tributes by the public,1
"India, China reach a five-point consensus to de-escalate tensions in eastern Ladakh, to ‰Û÷quickly disengage‰Ûª troops",1
Social activist Swami Agnivesh passes away,1
"Sonia Gandhi brings a dissenter into special panel, reshuffles CWC",1
PM Narendra Modi to announce 3 more gifts for Bihar this Sunday,1
Parliamentary panel for indigenous applications for virtual courts,1
‰Û÷History will judge your silence and indifference‰Ûª: Kangana Ranaut targets Sonia Gandhi,1
‰Û÷India-China relations have once again come to crossroads‰Ûª: Chinese foreign minister,1
"China foes India, Japan sign key defence accord as Modi-Abe hold virtual annual summit",1
Coronavirus cases spike in Uttarakhand,1
"India‰Ûªs coronavirus tally crosses 45-lakh mark; records single-day surge in cases, fatalities",1
"India, China foreign ministers reach five-point consensus; agree to disengage, de-escalate situation at LAC",1
Digital India: Saas based models enabling virtual interaction with innovations,1
Serum Institute halts Covishield vaccine trials in India after UK incident followed by DCGI‰Ûªs notice,1
"‰Û÷Not committed any crime, falsely implicated‰Ûª: Rhea Chakraborty contends in bail plea",1
‰Û÷Last chance to come up with plan‰Ûª: SC gives two weeks to Centre in loan moratorium case,1
"With 95,735 cases, India witnesses highest single-day spike in coronavirus caseload",1
‰Û÷Induction of Rafale important given the kind of situation at borders‰Ûª: Rajnath Singh,1
Kerala gold smuggle: ED questions Bineesh,1
"DMK elects Duraimurugan general secy, Baalu treasurer",1
Retired professor killed in Dehradun house åÔ,1
Induction Ceremony of Rafale Aircraft into Indian Air Force to take place today,1
"Haryana‰Ûªs Siwani takes step towards being ‰Û÷Atmanirbhar‰Ûª with 10 MW solar park, to add another 30 MW",1
PM Modi holds ‰Û÷Svanidhi Samvaad‰Ûª with street vendors from Madhya Pradesh,1
Vocal for Local: Khadi‰Ûªs E-Market portal goes viral,1
"Record 1,133 fatalities push death toll to 72,775",1
Pledge to donate eyes and inspire others: Vice President M Venkaiah Naidu appeals to all citizens,1
Ministry of Education celebrates 54th International Literacy Day,1
No restriction on Sundays due to Covid as Yogi Adityanath government lifts curbs,1
Candlelight march in Leh in memory of braveheart Nyima Tenzin,1
Salasar Balaji Temple will remain close till 31 October,1
BMC issues notice to actor Kangana Ranaut for alleged illegal construction in Mumbai office,1
"Mumbai boy fights cerebral palsy, dyslexia and dysarthria to crack CAT-2019",1
Covid tally goes past 42L; 69k recoveries in 24 hrs,1
President Ram Nath Kovind inaugurates conference of Governors on National Education Policy 2020,1
Rhea Chakraborty files police complaint against Sushant Singh Rajput‰Ûªs sister over ‰Û÷bogus medical prescription‰Ûª,1
India successfully flight tests ‰Û÷indigenously-developed‰Ûª hypersonic technology demonstrator vehicle,1
Mob beats murder accused to death in presence of police in Uttar Pradesh‰Ûªs Kushinagar,1
Man-eating leopard shot dead in a forest dept special operation in Uttarakhand,1
PLA stuck in quicksand of its own making in Pangong: Think tank,1
"Congress announces seven committees for 2022 UP Assembly elections, names of ‰Û÷dissenters‰Ûª left out",1
Govt intervention in educational policy should be ‰Û÷minimal‰Ûª; NEP ‰Û÷belongs to everyone‰Ûª: PM Modi,1
"After 169-day halt, Delhi Metro resumes services with mandatory Aarogya Setu app, strict screening",1
"With over 42 lakh cases, India surpasses Brazil in terms of coronavirus caseloads",1
Increase infrastructure spending to revive economy: Chidambaram,1
Health Ministry rushes Central teams to Punjab and Chandigarh,1
"Rahul Gandhi hits out at Centre, says contraction in economy due to ‰Û÷Gabbar Singh Tax‰Ûª",1
How a Hindi newspaper backed by Gandhi ignited freedom struggle in Mauritius,1
Indian Railways to start CBT for notified vacancies from 15th December,1
"Rhea Chakraborty reaches NCB office in Mumbai, her lawyer says ‰Û÷ready for arrest‰Ûª",1
"‰Û÷Congratulations India, you have effectively demolished a middle class family‰Ûª: Rhea Chakraborty‰Ûªs father",1
"Covid update: India witnesses 90,632 infections in single day, cases cross 41-lakh mark",1
Violation of Covid norms made compoundable offence in TN,1
"Indian Army rescues 3 Chinese nationals who lost their way in north Sikkim; provide help, medical assistance",1
Daughter of late Pandit Jasraj thanks PM Modi for ‰Û÷thoughtful letter of condolence‰Ûª,1
"Covid situation in Delhi under control, rise in cases due to increase in number of tests",1
"India is ‰Û÷entirely‰Ûª responsible for border stand-off, we can‰Ûªt lose ‰Û÷an inch of territory‰Ûª: China",1
Rural schoolchildren in Nuh tune in to radio for education amid the pandemic,1
"Bihar poll: JD-U seeks more seats, BJP says can form govt on its own",1
NIM scales 3 unconquered peaks in U‰Ûªkhand Himalayas,1
Rajnath Singh holds talks with Chinese counterpart General Wei Fenghe in Moscow,1
"Testing on demand, rapid antigen tests for people living in containment zones: ICMR‰Ûªs new guidelines",1
"With another single-day spike, coronavirus caseload in India crosses 40-lakh mark",1
"Situation at India-China border ‰Û÷very nasty‰Ûª, would love to get involved: US President Donald Trump",1
"SC dismisses six non-BJP ruled states‰Ûª plea to review decision on JEE, NEET exams",1
Supreme Court denies bail to 1984 anti-Sikh riots case convict Sajjan Kumar,1
"Congress seeks restoration of Question Hour in Parliament, will write to Speaker",1
"‰Û÷Be proud of uniform, never lose its respect‰Ûª: PM Modi to IPS probationers",1
Showik Chakraborty picked up by NCB for interrogation after searches at his house,1
Mushrooms in classrooms: How a Bihar school fights economic crisis,1
"Chinese Defence Minister ‰Û÷keen‰Ûª to meet Rajnath Singh in Moscow, India yet to respond",1
China opposes India‰Ûªs decision to ban apps,1
LAC standoff: Army chief in Leh to review situation,1
‰Û÷We take allegations of bias seriously‰Ûª: Facebook responds to Congress‰Ûª letter over hate speech,1
SC dismisses plea of women officers seeking extension of last date for permanent commission,1
"Doctors confirm Sushant Singh Rajput was suffering from severe depression, bipolar disorder",1
‰Û÷There was hidden purpose‰Û?‰Ûª: Rahul Gandhi links demonetisation with current GDP downfall,1
"Facebook bans BJP leader T Raja Singh for violating policy on content promoting hate, violence",1
Pakistan‰Ûªs blatant attempt to designate two Indians as terrorists thwarted by UNSC,1
"SC pulls up Delhi, Maharashtra governments for being ‰Û÷irresponsible‰Ûª towards migrant workers during lockdown",1
"With spike of 83,833 new cases, India records highest single-day surge in Covid caseloads",1
India with G-4 serves ultimatum on UN Security Council reforms,1
Income Tax Department carries out searches in Srinagar and Kupwara,1
Historic intervention: Government to ensure timely payments to MSMEs,1
COVID updates: India yet again breaches 78K-mark as tally crosses 37 lakh,1
Kerala gold smuggling: NIA scans CCTV footage of Secretariat,1
4 LeT militant associates arrested in J&K,1
"India, China hold talks on border flare-up",1
KCR: Centre abdicating responsibility on GST compensation to states,1
Covid-19: Tally nears 37 lakh; recovery rate 76.94 per cent,1
COVID update: India conducts more than 1.22 crore tests in last 2 weeks,1
Rajiv Kumar takes over as new Election Commissioner,1
Supreme Court grants 10 years to telcos for staggered payment of AGR dues worth Rs 1.6 lakh crore,1
